,word,tf-idf
0,없다,0.43918600491410176
1,가다,0.33647314892612634
2,보다,0.2798039870017261
3,서다,0.2302184703178759
4,확인,0.22313482507732588
5,파일,0.17000748577320068
6,받다,0.16292384053265063
7,차량,0.1522983726718256
8,방법,0.13458925957045054
9,거래,0.1310474369501755
10,조립,0.1275056143299005
11,구매,0.11688014646907546
12,사용,0.11688014646907546
13,신분,0.11333832384880045
14,읽다,0.10979650122852544
15,제품,0.1027128559879754
16,작성,0.09917103336770039
17,취급,0.09562921074742538
18,되어다,0.09562921074742538
19,아니다,0.09562921074742538
20,모르다,0.09208738812715037
21,다운로드,0.09208738812715037
22,첨부파일,0.09208738812715037
23,들다,0.08854556550687535
24,정보,0.08500374288660034
25,찾다,0.08500374288660034
26,판매,0.0779200976460503
27,한글,0.0779200976460503
28,다운,0.07437827502577529
29,사진,0.07437827502577529
30,않다,0.07083645240550028
31,좋다,0.07083645240550028
32,알다,0.07083645240550028
33,싶다,0.06729462978522527
34,상품,0.06729462978522527
35,나오다,0.06729462978522527
36,보고,0.06375280716495026
37,계약서,0.06021098454467524
38,내용,0.06021098454467524
39,만들다,0.06021098454467524
40,책자,0.06021098454467524
41,공유,0.056669161924400226
42,드리다,0.056669161924400226
43,오다,0.056669161924400226
44,구입,0.05312733930412521
45,박스,0.05312733930412521
46,보내다,0.05312733930412521
47,가지,0.05312733930412521
48,가격,0.049585516683850195
49,올리다,0.049585516683850195
50,중고,0.04604369406357518
51,대상,0.04604369406357518
52,계시다,0.04604369406357518
53,중개,0.04604369406357518
54,부분,0.04250187144330017
55,필요하다,0.04250187144330017
56,기능,0.04250187144330017
57,택배,0.04250187144330017
58,메뉴얼,0.04250187144330017
59,보이다,0.03896004882302515
60,부탁드리다,0.03896004882302515
61,찍다,0.03896004882302515
62,지역,0.03896004882302515
63,다시,0.03896004882302515
64,궁금하다,0.03541822620275014
65,많다,0.03541822620275014
66,희망,0.03541822620275014
67,영어,0.03541822620275014
68,공부,0.03541822620275014
69,오늘,0.03541822620275014
70,버리다,0.03541822620275014
71,사항,0.03541822620275014
72,레고,0.03541822620275014
73,홈페이지,0.03541822620275014
74,사다,0.03541822620275014
75,생각,0.03187640358247513
76,계약,0.03187640358247513
77,안되다,0.03187640358247513
78,경우,0.03187640358247513
79,대한,0.03187640358247513
80,찾아보다,0.03187640358247513
81,문의,0.03187640358247513
82,이렇다,0.028334580962200113
83,부동산,0.028334580962200113
84,주다,0.028334580962200113
85,원래,0.028334580962200113
86,적다,0.028334580962200113
87,상세,0.028334580962200113
88,해보다,0.024792758341925097
89,정도,0.024792758341925097
90,서도,0.024792758341925097
91,부품,0.024792758341925097
92,가요,0.024792758341925097
93,스위치,0.023987307934248314
94,수능완성,0.023987307934248314
95,인터넷,0.021250935721650085
96,감사하다,0.021250935721650085
97,맞다,0.021250935721650085
98,표시,0.021250935721650085
99,마음,0.021250935721650085
100,기재,0.021250935721650085
101,링크,0.021250935721650085
102,어렵다,0.021250935721650085
103,넣다,0.021250935721650085
104,들어가다,0.021250935721650085
105,참고,0.021250935721650085
106,해주다,0.021250935721650085
107,보관,0.021250935721650085
108,의무,0.018242965967729306
109,갖다,0.018242965967729306
110,머리,0.017990480950686234
111,리아,0.017990480950686234
112,안좋다,0.017990480950686234
113,없다안녕하다,0.017990480950686234
114,유형,0.017990480950686234
115,늘다,0.017990480950686234
116,합체,0.017990480950686234
117,일괄,0.017990480950686234
118,오전,0.017990480950686234
119,주거,0.01770911310137507
120,쓰다,0.01770911310137507
121,써다,0.01770911310137507
122,다르다,0.01770911310137507
123,건지다,0.01770911310137507
124,페이지,0.01770911310137507
125,그렇다,0.01770911310137507
126,관련,0.01770911310137507
127,지금,0.01770911310137507
128,미리,0.01770911310137507
129,안내,0.01770911310137507
130,설치,0.01770911310137507
131,하나요,0.01770911310137507
132,먹다,0.01770911310137507
133,버전,0.014167290481100056
134,여자,0.014167290481100056
135,아시,0.014167290481100056
136,등기,0.014167290481100056
137,문제,0.014167290481100056
138,기억,0.014167290481100056
139,그대로,0.014167290481100056
140,보기,0.014167290481100056
141,쉬다,0.014167290481100056
142,처음,0.014167290481100056
143,뜨다,0.014167290481100056
144,두다,0.014167290481100056
145,계시,0.014167290481100056
146,도움,0.014167290481100056
147,추천,0.014167290481100056
148,사이트,0.014167290481100056
149,버튼,0.014167290481100056
150,질문,0.014167290481100056
151,실제,0.014167290481100056
152,정리,0.014167290481100056
153,모으다,0.014167290481100056
154,매장,0.01368222447579698
155,입다,0.01368222447579698
156,만지다,0.01368222447579698
157,감정,0.01368222447579698
158,바르다,0.01368222447579698
159,캡쳐,0.01368222447579698
160,제거,0.01368222447579698
161,네비게이션,0.01368222447579698
162,개월,0.01368222447579698
163,불가,0.011993653967124157
164,어딨다,0.011993653967124157
165,어디가,0.011993653967124157
166,조사,0.011993653967124157
167,좋아하다,0.011993653967124157
168,자켓,0.011993653967124157
169,영상통화,0.011993653967124157
170,구멍,0.011993653967124157
171,무선,0.011993653967124157
172,공룡,0.011993653967124157
173,하나로,0.011993653967124157
174,미소년,0.011993653967124157
175,목차,0.011993653967124157
176,주심,0.011993653967124157
177,명절,0.011993653967124157
178,항공,0.011993653967124157
179,테라,0.011993653967124157
180,메일,0.011993653967124157
181,원료,0.011993653967124157
182,취미,0.011993653967124157
183,신규,0.011993653967124157
184,원피스,0.011993653967124157
185,수준,0.011993653967124157
186,순위,0.011993653967124157
187,보드,0.011993653967124157
188,도착,0.011993653967124157
189,보다제목,0.011993653967124157
190,독일어,0.011993653967124157
